Mutation: 25%
Number of dots: 10
2	1.6575580000000003
4	1.1093359999999997
6	1.2086360000000003
8	1.2637230000000002
Number of dots: 25
2	13.298072999999997
4	13.528390999999997
6	13.623210000000006
8	15.478797000000004
10	16.953561000000004
12	17.629257000000006
15	18.487571000000003
20	21.328283999999993
Number of dots: 75
2	352.6675669999999
4	380.4522630000001
6	396.7275940000001
8	430.232915
10	442.76391900000004
12	465.67508399999997
15	477.2733409999999
20	527.0603239999999
25	553.6465650000001
Number of dots: 100
2	840.5741269999997
4	863.1877830000001
6	965.189586
8	1028.443794
10	1012.2569200000002
12	1100.836663
15	1151.5137479999999
20	1230.9653279999998
25	1336.094437
Number of dots: 150
2	3434.958987999999
4	3508.8467049999995
6	3788.988735
8	4199.748009000001
10	3972.4124339999985
12	4502.528871
15	4863.814179000001
20	5135.040486999997
25	5181.254736999999
Number of dots: 200
2	8496.594594
4	8561.071896999998
6	9853.789957
8	9512.080658999997
10	9776.954662000002
12	9960.910373000002
15	10216.137894
20	11019.466148000001
25	11414.550172000003
