Mutation: 50%
Number of dots: 10
2	1.011032
4	0.7152419999999999
6	0.9789179999999996
8	0.912619
Number of dots: 25
2	8.299974999999998
4	9.489224
6	10.611986999999997
8	11.974362999999993
10	12.782953000000004
12	14.689805000000005
15	16.673813000000003
20	19.838221
Number of dots: 75
2	226.585318
4	233.60984699999986
6	253.06012699999997
8	274.75336599999997
10	307.176089
12	325.84256500000004
15	369.07173799999987
20	388.4496100000001
25	441.95412399999987
Number of dots: 100
2	475.53033899999997
4	497.2532149999999
6	575.8040820000002
8	644.5127989999997
10	690.957232
12	693.6439769999998
15	809.1481869999998
20	915.8985690000002
25	1025.677701
Number of dots: 150
2	1847.5981010000005
4	1934.4759040000004
6	2236.607727999999
8	2316.9344190000006
10	2588.694099
12	2658.5762749999994
15	2748.427451000002
20	3367.6464980000005
25	3580.8191470000006
Number of dots: 200
2	4746.162524
4	4736.6010400000005
6	5614.004775
8	6123.203325000001
10	5911.132742000003
12	6129.860905999999
15	7001.154003999998
20	7467.415123
25	9365.013411
