Mutation: 75%
Number of dots: 10
2	0.6786229999999998
4	0.576166
6	0.6255830000000001
8	0.7723650000000001
Number of dots: 25
2	6.107087
4	7.308003
6	8.661916999999999
8	9.914168
10	11.100260999999998
12	12.48283
15	13.734923999999996
20	17.290177
Number of dots: 75
2	143.69230599999997
4	169.9863660000001
6	201.86372699999995
8	227.63637800000004
10	253.40826099999995
12	285.20243900000014
15	317.16733
20	377.380089
25	411.232279
Number of dots: 100
2	317.39154199999996
4	419.9326820000001
6	475.0480300000001
8	504.7273060000001
10	572.7552959999998
12	674.0080510000001
15	737.7239850000002
20	874.1116480000003
25	1008.115873
Number of dots: 150
2	1304.977053
4	1512.8955140000003
6	1723.0357219999999
8	1829.6155929999995
10	2026.426082
12	2284.4573270000005
15	2556.8101199999996
20	2956.0395619999995
25	3158.5590939999993
Number of dots: 200
2	3096.850094
4	3555.51558
6	3827.6688779999995
8	4395.924572
10	4718.548713
12	5012.979832999999
15	5236.309525999998
20	5983.294742999999
25	6607.650769999999
